288,256,12276,1,0,0:0:0:0:
288,256,12573,1,0,0:0:0:0:
288,256,12721,1,0,0:0:0:0:
288,256,12870,1,0,0:0:0:0:
288,256,13018,1,0,0:0:0:0:
288,256,13464,1,0,0:0:0:0:
288,256,13761,1,0,0:0:0:0:
288,256,14058,1,0,0:0:0:0:
288,256,14355,1,0,0:0:0:0:
288,256,14652,1,0,0:0:0:0:
288,256,14949,1,0,0:0:0:0:
288,256,15098,1,0,0:0:0:0:
288,256,15246,1,0,0:0:0:0:
288,256,15395,1,0,0:0:0:0:
288,256,15840,1,0,0:0:0:0:
288,256,16137,1,0,0:0:0:0:
288,256,16434,1,0,0:0:0:0:
288,256,16731,1,0,0:0:0:0:
288,256,17028,1,0,0:0:0:0:
288,256,17325,1,0,0:0:0:0:
288,256,17474,1,0,0:0:0:0:
288,256,17622,1,0,0:0:0:0:
288,256,17771,1,0,0:0:0:0:
288,256,18216,1,0,0:0:0:0:
288,256,18513,1,0,0:0:0:0:
288,256,18810,1,0,0:0:0:0:
320,192,19107,1,0,0:0:0:0:
288,256,19404,1,0,0:0:0:0:
320,192,19701,1,0,0:0:0:0:
320,224,19850,1,0,0:0:0:0:
320,224,19998,1,0,0:0:0:0:
320,224,20147,1,0,0:0:0:0:
320,224,20593,1,0,0:0:0:0:
320,224,20890,1,0,0:0:0:0:
320,224,21187,1,0,0:0:0:0:
320,224,23860,1,0,0:0:0:0:
320,224,24157,1,0,0:0:0:0:
320,224,24454,1,0,0:0:0:0:
320,224,24751,1,0,0:0:0:0:
320,224,25048,1,0,0:0:0:0:
320,224,25494,1,0,0:0:0:0:
320,224,25642,1,0,0:0:0:0:
320,224,26236,1,0,0:0:0:0:
320,224,26533,1,0,0:0:0:0:
320,224,26830,1,0,0:0:0:0:
320,224,27127,1,0,0:0:0:0:
320,224,27424,1,0,0:0:0:0:
224,224,27870,1,0,0:0:0:0:
192,224,28018,1,0,0:0:0:0:
192,224,28612,1,0,0:0:0:0:
192,224,28909,1,0,0:0:0:0:
192,224,29206,1,0,0:0:0:0:
192,224,29503,1,0,0:0:0:0:
192,224,29800,1,0,0:0:0:0:
192,320,30246,1,0,0:0:0:0:
192,288,30395,1,0,0:0:0:0:
192,192,30989,1,0,0:0:0:0:
192,256,31286,1,0,0:0:0:0:
192,256,31583,1,0,0:0:0:0:
192,256,31880,1,0,0:0:0:0:
192,256,32177,1,0,0:0:0:0:
192,256,32622,1,0,0:0:0:0:
192,256,32771,1,0,0:0:0:0:
192,256,33068,1,0,0:0:0:0:
192,256,33216,1,0,0:0:0:0:
192,256,33365,1,0,0:0:0:0:
160,160,33959,1,0,0:0:0:0:
192,224,34256,1,0,0:0:0:0:
192,224,34553,1,0,0:0:0:0:
192,224,35147,1,0,0:0:0:0:
224,160,35444,1,0,0:0:0:0:
224,192,35593,1,0,0:0:0:0:
224,192,35741,1,0,0:0:0:0:
128,224,36335,5,0,0:0:0:0:
192,192,36632,1,0,0:0:0:0:
192,192,36929,1,0,0:0:0:0:
192,192,37523,1,0,0:0:0:0:
192,192,38117,1,0,0:0:0:0:
192,192,38563,1,0,0:0:0:0:
192,192,39008,1,0,0:0:0:0:
192,192,39305,1,0,0:0:0:0:
192,192,39751,1,0,0:0:0:0:
192,192,40197,1,0,0:0:0:0:
192,192,40494,1,0,0:0:0:0:
192,192,40939,1,0,0:0:0:0:
96,192,41385,1,0,0:0:0:0:
160,192,41682,1,0,0:0:0:0:
160,192,42573,1,0,0:0:0:0:
160,192,42721,1,0,0:0:0:0:
160,192,42870,1,0,0:0:0:0:
160,192,43568,1,0,0:0:0:0:
160,192,43865,1,0,0:0:0:0:
